last_name,first_name,year,xba,xslg,xwoba,xobp,xiso,wobacon,xwobacon,bacon,xbacon,xbadiff,xslgdiff,wobadif,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrels,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,iz_contact_percent,in_zone_swing_miss,whiff_percent,swing_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,pop_2b_sba_count,pop_2b_sba,pop_2b_sb,pop_2b_cs,pop_3b_sba_count,pop_3b_sba,pop_3b_sb,pop_3b_cs,exchange_2b_3b_sba,maxeff_arm_2b_3b_sba,n_outs_above_average,rel_league_reaction_distance,rel_league_burst_distance,rel_league_routing_distance,rel_league_bootup_distance,f_bootup_distance,n_bolts,hp_to_1b,sprint_speed,name,WAR
Longoria,Evan,2016,0.272,0.539,0.362,0.321,0.265,0.424,0.441,0.349,0.352,0.001,-0.018,-0.012,90.7,18.3,38.1,59,11.9,7.9,21.2,32.1,25.4,1.6,41.3,64.5,19,32.4,40.5,59.5,165,407,49.8,1256,70.1,8.8,81,155,26.1,48.5,32.5,30.8,26.4,10.3,,,,,,,,,,,,,,,,,0,,27.4,Evan Longoria,2.5
Davis,Khris,2016,0.257,0.561,0.37,0.318,0.302,0.452,0.485,0.348,0.365,-0.01,-0.037,-0.021,91.7,12.9,31.7,67,17,5.1,20.3,23.9,31.5,2.3,48,74.3,27.7,29.2,49.9,50.1,169,339,49.7,1159,88.4,8.2,72.3,241,33.9,51.9,43.4,27.4,22.8,6.3,,,,,,,,,,,2,0.6,-0.2,0.2,0.5,33.6,0,,27.1,Khris Davis,2.5
Lamb,Jake,2016,0.251,0.48,0.35,0.336,0.227,0.441,0.437,0.349,0.356,-0.002,0.029,0.002,91.3,10.4,35.4,45,12.1,6.2,20.6,20.9,38.9,1.3,43.2,64,18.8,25.3,52.3,47.7,168,321,52.7,1270,78.9,5.5,81.2,137,29,43.6,46.6,19.6,28.7,5.1,,,,,,,,,,,,,,,,,0,,27.2,Jake Lamb,2.5
Kinsler,Ian,2016,0.268,0.423,0.33,0.33,0.153,0.398,0.363,0.352,0.328,0.02,0.061,0.026,87,18.3,37.5,20,4,7.5,30,33,21.5,4,30.8,62.4,9,25.1,35.1,64.9,106,302,47.1,1202,67.9,8.4,91,76,15.9,44.8,31.8,28.5,30.6,9.1,,,,,,,,,,,,,,,,,0,,26.8,Ian Kinsler,2.6
McCann,Brian,2016,0.243,0.424,0.332,0.336,0.178,0.358,0.367,0.313,0.314,-0.001,-0.011,-0.006,88.7,19.2,32.2,20,6,6.3,26.2,34.3,25.6,1.5,36.1,59.2,11.2,30.3,32.6,67.4,112,344,56.4,1136,68,6.1,88.8,58,19.7,42.9,35.2,30.1,22.6,12,34,2.04,2.03,2.04,1,1.53,,1.53,0.73,79.4,,,,,,,0,,23,Brian McCann,2.6
Fowler,Dexter,2016,0.267,0.415,0.36,0.386,0.146,0.415,0.403,0.375,0.364,0.009,0.032,0.007,87.4,12,37.7,19,5.6,6.5,26.7,24,34.4,2.7,32,62.4,16.4,17.6,40.4,59.6,90,223,52.2,1268,74,6.3,83.6,119,22.1,39,41.8,22.8,30,5.3,,,,,,,,,,,0,-1.5,-1.4,-0.3,-3.2,31.1,4,,28.3,Dexter Fowler,2.6
Bruce,Jay,2016,0.25,0.469,0.333,0.311,0.217,0.409,0.399,0.325,0.327,0,0.037,0.007,88.8,14.6,36.1,36,8.7,8.9,23.1,27.2,30.3,1.9,38.5,75.7,19.6,31.8,38,62,155,408,55.8,1285,88.1,5.9,80.4,151,26,51.2,38.9,27.4,27.6,6,,,,,,,,,,,0,1.5,-0.3,-0.7,0.4,33.5,1,,26.8,Jay Bruce,2.6
Harrison,Josh,2016,0.261,0.377,0.291,0.292,0.113,0.333,0.321,0.329,0.306,0.022,0.011,0.01,85.2,11.5,36.9,9,2.1,5.7,24.8,28.4,34.3,4.7,23.4,70.9,19,35.9,22.5,77.5,73,324,47.6,903,78.5,9.3,81,134,20.1,54.2,46.6,25.1,23.9,4.5,,,,,,,,,,,,,,,,,1,,27.9,Josh Harrison,2.6
Dickerson,Corey,2016,0.233,0.441,0.307,0.283,0.206,0.403,0.387,0.331,0.317,0.012,0.028,0.012,89,17.9,34.1,42,11.1,5.6,20.9,31.7,27.8,2.9,38.4,74.8,26.5,41,33,66.8,159,482,55.7,1176,83.1,6.4,73.5,185,29.1,55.9,38.1,31,22.8,8.2,,,,,,,,,,,-5,1.5,0.2,-0.4,1.4,34.4,1,,27.4,Corey Dickerson,2.6
Gyorko,Jedd,2016,0.247,0.486,0.34,0.31,0.236,0.404,0.405,0.318,0.324,-0.004,0.009,-0.001,87.7,15.1,36.7,31,10.2,6.2,23,25.9,30.5,4.3,35.7,69.7,18,27.6,47.4,52.6,111,234,49.9,849,81.7,6.8,82,107,26.4,48.6,41,27.5,25.9,5.6,,,,,,,,,,,,,,,,,1,,25.2,Jedd Gyorko,2.6
Rosario,Eddie,2016,0.228,0.377,0.273,0.258,0.146,0.397,0.353,0.364,0.311,0.041,0.044,0.031,86.9,10.5,33.3,12,4.8,6.8,24.9,25.3,34.1,4,31.7,75.4,22.3,40,38.8,61.2,108,278,52.9,695,84.1,6.7,77.7,104,28.5,56.7,47.8,23.7,21.3,7.2,,,,,,,,,,,4,0.2,-0.2,0.1,0,33.6,5,,28.4,Eddie Rosario,2.6
Joyce,Matt,2016,0.232,0.433,0.366,0.395,0.197,0.416,0.401,0.341,0.327,0.01,0.03,0.009,88.8,13,30.5,16,9.8,3.7,23.2,23.8,36.6,3,39,63.7,25.6,15.4,54.1,45.9,59,109,54.3,706,86.1,6.1,74.4,97,32,37.5,48.2,26.2,18.9,6.7,,,,,,,,,,,-3,0.6,-0.1,-0.2,0.3,33.3,1,,26,Matt Joyce,2.7
Merrifield,Whit,2016,0.26,0.38,0.3,0.303,0.118,0.373,0.36,0.367,0.339,0.023,0.012,0.009,87.3,12,30.3,7,2.9,6.6,27.8,23.2,36.1,3.3,34.4,61.5,12.2,33.2,36.1,63.9,74,205,49,617,66.7,6.7,87.8,48,20.4,47.6,46.9,20.7,24.9,7.5,,,,,,,,,,,1,,,,,,17,,29,Whit Merrifield,2.8
Turner,Trea,2016,0.315,0.5,0.366,0.347,0.179,0.47,0.433,0.42,0.389,0.027,0.067,0.029,89.1,10.5,35.6,17,6.8,5.6,29.2,21.6,34,2.8,36.8,63.4,13.8,31.6,42.4,57.6,84,198,50.8,626,77.8,8,86.2,53,23.5,47.2,44,20,29.6,6.4,,,,,,,,,,,3,0.1,1,0.1,1.2,34.9,57,,30,Trea Turner,2.8
Beltre,Adrian,2016,0.294,0.516,0.373,0.354,0.218,0.388,0.391,0.337,0.332,0.006,0.005,-0.002,90.1,14.4,34.2,44,8.5,5.6,25,28.1,30.8,2.1,39.8,64.7,11,34.3,22.3,77.7,99,443,52.8,1290,70.6,7,89,82,15.2,48.7,41.2,24,25.2,9.6,,,,,,,,,,,,,,,,,0,,25.9,Adrian Beltre,2.9
Santana,Carlos,2016,0.273,0.512,0.385,0.379,0.235,0.378,0.4,0.309,0.328,-0.014,-0.014,-0.015,90.7,14.1,29.5,48,9.8,7,22.5,26,33,1.6,42.6,60.5,13.9,18.8,35.3,64.7,95,269,51.4,1429,68.9,6.6,86.1,114,19.2,39.1,43,21.5,25.6,9.8,,,,,,,,,,,,,,,,,0,,25.9,Carlos Santana,2.9
Segura,Jean,2016,0.302,0.481,0.36,0.353,0.176,0.41,0.396,0.377,0.357,0.017,0.018,0.011,88.2,6.9,31.5,32,5.9,5.7,23.2,17.9,43.9,3.3,33.8,62.7,11.1,29.9,29.9,70.1,119,398,49.4,1333,65.7,8,88.9,95,17.1,46.5,54.2,17.7,25.1,3,,,,,,,,,,,,,,,,,30,,28.3,Jean Segura,2.9
Inciarte,Ender,2016,0.268,0.332,0.296,0.33,0.061,0.33,0.302,0.333,0.307,0.023,0.049,0.023,84.5,7,31.5,3,0.7,1.7,26.2,24.3,43.6,3.5,15,61.7,6.8,30.5,19.4,80.6,63,324,50.9,1062,68.6,7.6,93.2,43,11.1,45.7,51.2,13.2,29.3,6.3,,,,,,,,,,,21,2.7,1.1,-0.9,3.1,37,2,,27.9,Ender Inciarte,2.9
Herrera,Odubel,2016,0.258,0.377,0.315,0.337,0.116,0.389,0.356,0.37,0.335,0.028,0.043,0.023,86.9,9.3,31.6,19,4.2,4.6,26.3,22.5,36.9,5.5,30.9,66.9,15.1,34,36.9,63.1,191,518,57.6,1523,75,6.2,84.9,113,24,47.9,48.1,21,25.2,5.7,,,,,,,,,,,6,1.2,0.9,-1.4,0.6,34.6,17,,27.3,Odubel Herrera,2.9
Puig,Yasiel,2016,0.257,0.402,0.317,0.319,0.142,0.366,0.361,0.335,0.329,0.006,0.014,0.003,90.2,11.8,25.1,17,6.5,4.2,21.3,25.5,40.3,2.3,40.3,74.7,20.1,29.9,48.2,51.8,95,197,51,658,84.3,7.9,79.9,95,28.4,51.9,47.9,16.7,22.4,12.9,,,,,,,,,,,2,-1.6,-0.5,0.6,-1.6,31.3,4,,28.1,Yasiel Puig,2.9
Cano,Robinson,2016,0.286,0.488,0.355,0.34,0.198,0.409,0.389,0.348,0.336,0.012,0.045,0.015,90.1,11.6,33.2,43,7.7,6.1,26.3,24.5,32,3.6,42.9,70.3,8.6,34.6,32.2,67.8,154,479,54.5,1386,75.9,6.8,91.4,70,17.3,50.8,46.4,21.1,25.7,6.8,,,,,,,,,,,,,,,,,0,,24.8,Robinson Cano,3.1
Maldonado,Martin,2016,0.221,0.385,0.315,0.348,0.161,0.317,0.351,0.275,0.3,-0.019,-0.034,-0.021,86.1,9.7,32.1,12,7.7,1.3,19.2,28.2,37.2,6.4,29.5,59.5,21.4,18.9,39.2,60.8,38,97,51.3,512,69.2,7.8,78.6,62,25.8,38.7,46.8,21.2,25.6,6.4,22,1.91,1.89,1.93,4,1.61,1.61,1.6,0.7,87.2,,,,,,,0,,25.3,Martin Maldonado,3.1
Taylor,Michael A.,2016,0.234,0.383,0.291,0.283,0.147,0.391,0.404,0.352,0.359,-0.003,-0.007,-0.008,87.1,7.8,37.9,11,7.6,4.1,26.2,22.8,33.1,6.2,37.9,69.2,29.6,27.2,45.4,54.6,54,119,49,437,85.7,7.1,70.4,93,33.9,48.6,44.8,17.9,31.7,5.5,,,,,,,,,,,6,0.4,1.7,0.2,2.2,35.4,3,,28.7,Michael A. Taylor,3.1
Frazier,Todd,2016,0.22,0.427,0.315,0.299,0.205,0.391,0.375,0.306,0.302,0.005,0.037,0.011,88.8,20.3,32,44,10.1,4.1,21.4,35.4,25.7,3.2,35.4,64.9,21.5,30,41.8,58.2,181,433,52.1,1442,74,7.1,78.5,185,28.3,46.7,35.2,26.7,23.4,14.7,,,,,,,,,,,,,,,,,0,,26.2,Todd Frazier,3.2
Morrison,Logan,2016,0.266,0.45,0.345,0.344,0.181,0.364,0.405,0.316,0.353,-0.028,-0.036,-0.027,90.4,12.1,32.3,20,7.5,7.5,24.4,24.1,32.3,4.1,41.7,68.8,16.5,28.5,39.7,60.3,96,242,55.5,848,80.6,6.7,83.5,77,24.4,46.5,45.1,22.9,24.4,7.5,,,,,,,,,,,,,,,,,1,,26.8,Logan Morrison,3.2
Carpenter,Matt,2016,0.285,0.541,0.397,0.393,0.254,0.416,0.449,0.347,0.367,-0.014,-0.036,-0.022,89.7,17,42.7,42,11.3,7.8,26.6,29,21.5,3.8,41.5,56.7,10.6,22.1,38.7,61.3,109,282,53.4,1276,66,6.2,89.2,67,19.2,38.3,32.8,33.9,30.4,3,,,,,,,,,,,,,,,,,1,,26.6,Matt Carpenter,3.2
Bogaerts,Xander,2016,0.264,0.406,0.324,0.329,0.14,0.386,0.355,0.361,0.325,0.03,0.04,0.024,88.8,11.3,28.4,28,5.3,4.7,24.6,25.4,37.6,2.4,32.7,58.4,11.7,32.5,34.6,65.4,161,465,50.3,1432,65,8.3,88.3,97,20,45.3,46.4,20.9,21.8,10.9,,,,,,,,,,,,,,,,,9,,28.3,Xander Bogaerts,3.2
Zimmerman,Ryan,2016,0.246,0.413,0.315,0.303,0.165,0.322,0.376,0.283,0.327,-0.028,-0.043,-0.038,92.5,9,29.8,23,7,7,23.4,24,37.4,1.2,45.6,56.6,16.8,32.2,35.3,64.7,110,312,53,969,61.8,6.7,83.2,82,24,43.7,49.8,17.9,25.5,6.7,,,,,,,,,,,,,,,,,0,,27.1,Ryan Zimmerman,3.3
Hernandez,Cesar,2016,0.285,0.364,0.327,0.364,0.073,0.372,0.36,0.372,0.362,0.009,0.029,0.008,84.2,2.3,30.4,8,1.8,1.4,29,15.5,42.9,9.4,28.8,66.1,13.3,23,39.6,60.4,113,285,51,1237,79.2,8.1,86.7,105,20.3,44.2,58.4,12.1,25.8,3.7,,,,,,,,,,,,,,,,,108,,29.5,Cesar Hernandez,3.3
Santana,Domingo,2016,0.271,0.465,0.359,0.359,0.191,0.467,0.495,0.404,0.429,-0.015,-0.018,-0.016,92.7,9.5,35.9,17,10.9,7.1,30.8,14.1,34.6,2.6,53.2,61.5,20.5,22.8,55.9,44.1,80,143,53,626,81.3,7.7,79.5,70,30.9,41,45.5,16,35.3,3.2,,,,,,,,,,,-8,-0.1,-0.5,0,-0.6,32,0,,27.1,Domingo Santana,3.3
Kiermaier,Kevin,2016,0.255,0.377,0.319,0.34,0.119,0.346,0.34,0.307,0.32,-0.009,0.033,0.004,87.2,13.6,29.7,13,4.4,4.4,22.5,30.7,33.8,4.1,32.1,64.3,18.3,25.9,36,64,82,228,54.6,880,71.8,6.4,81.7,86,24.1,43.3,42.3,20.1,22.5,15,,,,,,,,,,,12,1.4,2.9,0,4.3,38.5,29,,29.4,Kevin Kiermaier,3.3
Reddick,Josh,2016,0.295,0.421,0.339,0.357,0.124,0.34,0.359,0.327,0.342,-0.014,-0.016,-0.015,87.5,13.9,32.1,12,3.5,2.6,30.3,28.6,31.8,3.2,32.4,62.8,11.9,26.5,24.7,75.3,59,239,52.4,902,74.4,6.8,88.1,61,15.9,43.8,42.3,22.7,26.8,8.2,,,,,,,,,,,-1,0.3,0,0.6,0.9,34,0,,27.3,Josh Reddick,3.4
Beckham,Tim,2016,0.221,0.359,0.278,0.276,0.137,0.432,0.373,0.374,0.334,0.026,0.075,0.036,88.8,11,30.1,8,6,8.3,24.1,24.1,30.1,7.5,45.1,66.4,28.1,30.2,56.9,43.1,70,123,47.8,407,86.2,7.6,71.9,83,36.6,49.1,47.4,22.6,21.1,9,,,,,,,,,,,,,,,,,0,,28,Tim Beckham,3.4
Hicks,Aaron,2016,0.239,0.366,0.295,0.302,0.124,0.293,0.328,0.271,0.301,-0.022,-0.03,-0.025,88.7,10.5,28.9,12,4.6,5.3,22.1,27.8,38.4,1.5,35,70.1,18.6,23.1,42.3,57.7,71,168,52.7,728,86.1,7.8,81.4,85,24.9,45.3,46.4,23.2,22.4,8,,,,,,,,,,,-1,-0.7,-0.2,0.2,-0.6,32.7,5,,28.4,Aaron Hicks,3.4
Shaw,Travis,2016,0.233,0.418,0.308,0.298,0.183,0.381,0.378,0.33,0.319,0.009,0.003,0.002,88.5,16.1,34.2,28,8,6.6,23.9,31.1,28.2,2.3,34.2,67.2,16.4,31.4,38.6,61.4,141,365,54.5,1162,75.9,6.8,83.6,107,24.4,47.7,36.8,30.2,23.4,9.7,,,,,,,,,,,,,,,,,0,,26.2,Travis Shaw,3.5
Seager,Kyle,2016,0.293,0.516,0.38,0.374,0.22,0.397,0.421,0.338,0.358,-0.015,-0.017,-0.017,90.1,16.5,37.1,45,9.2,7.7,27.3,28.7,24.4,2.6,41.3,61,13.2,24,31.7,68.3,101,319,51.4,1329,68,7.7,86.8,101,18.6,42,36.9,26.7,28.5,7.9,,,,,,,,,,,,,,,,,1,,25.6,Kyle Seager,3.5
Bregman,Alex,2016,0.247,0.411,0.311,0.3,0.161,0.416,0.381,0.353,0.334,0.017,0.067,0.024,88.1,18.7,40,10,6.7,4.7,28.7,34.7,22,3.3,35.3,68.4,22.4,23.5,40,60,38,95,48.4,404,81.6,9.1,77.6,66,26.7,46.6,28,30,32,10,,,,,,,,,,,,,,,,,2,,28.3,Alex Bregman,3.5
Smoak,Justin,2016,0.227,0.437,0.33,0.323,0.207,0.41,0.449,0.348,0.364,-0.01,-0.046,-0.021,91.5,18.7,40.6,22,11.8,8.6,26.7,29.9,21.4,1.6,42.2,65.3,20.9,28.1,46.9,53.1,98,209,54.1,743,73.9,6.7,79.1,86,29.6,45.2,31,29.4,29.9,9.6,,,,,,,,,,,,,,,,,0,,24.3,Justin Smoak,3.6
Lowrie,Jed,2016,0.254,0.335,0.289,0.308,0.076,0.309,0.318,0.321,0.313,0.009,-0.013,-0.007,85.7,11.5,39,2,0.7,4,32.5,26.7,32.1,4,24.2,69.2,14.3,24.1,28.2,71.8,49,174,50.8,722,80.4,7.9,85.7,69,18,46.3,43.3,23.5,28.2,5.1,,,,,,,,,,,,,,,,,0,,25.5,Jed Lowrie,3.6
Gordon,Dee,2016,0.24,0.284,0.252,0.279,0.039,0.31,0.275,0.32,0.288,0.027,0.05,0.027,80.6,1.3,26.4,0,0,1.1,21.2,20.1,47.3,10.3,13.9,63.6,9.8,33.3,30.8,69.2,65,211,49.8,634,66.3,7.7,90.2,40,17,48.5,61.2,13.9,20.9,4,,,,,,,,,,,,,,,,,69,,29.6,Dee Gordon,3.6
Buxton,Byron,2016,0.198,0.311,0.257,0.263,0.112,0.444,0.36,0.366,0.328,0.027,0.119,0.047,85.8,13.6,29.9,10,5.3,5.9,21.4,32.6,26.2,8.6,31.6,62.8,22,31.4,58.1,41.9,122,210,51.2,668,64.2,9.4,78,88,34.4,46.7,40.1,24.6,24.1,11.2,,,,,,,,,,,10,-1.5,1.2,0.8,0.4,34.4,76,,30.8,Byron Buxton,3.6
McCutchen,Andrew,2016,0.269,0.465,0.35,0.349,0.195,0.378,0.41,0.334,0.352,-0.013,-0.035,-0.021,89.6,16.1,33.8,39,8.5,7.4,25.5,27.3,28.4,2.8,41.7,69,18.7,23.8,44.5,55.5,147,330,50.5,1385,84.3,7.9,81.3,175,25.5,46.2,36.9,24.2,29.7,9.2,,,,,,,,,,,-10,-2.1,-0.1,0.9,-1.4,32.3,9,,29.1,Andrew McCutchen,3.7
Schoop,Jonathan,2016,0.263,0.416,0.31,0.296,0.151,0.389,0.375,0.341,0.337,0.004,0.038,0.01,87.4,12,30.1,32,6.7,4,24.5,24.7,34.3,5.8,34.7,79.3,18.8,41.9,47.3,52.7,225,476,51,1137,87.7,6.2,81.2,163,28.9,60.2,45.7,20.4,23.5,10.4,,,,,,,,,,,,,,,,,0,,27.5,Jonathan Schoop,3.7
Cruz,Nelson,2016,0.286,0.595,0.401,0.361,0.307,0.475,0.503,0.387,0.388,0.001,-0.04,-0.018,94.4,11.1,35.5,72,16.5,8.5,17.6,20.6,35.7,1.1,52.2,68.7,20.3,28,48.8,51.3,195,400,52.3,1428,75.8,6.7,79.7,182,29.1,47.4,44.6,23.6,24.5,7.3,,,,,,,,,,,-1,1,-0.4,-0.3,0.3,33.3,0,,26.1,Nelson Cruz,3.8
Martinez,J.D.,2016,0.296,0.569,0.399,0.368,0.272,0.483,0.507,0.418,0.41,0.011,-0.034,-0.015,91.4,13.4,38,48,14.2,8.6,25.8,20.5,28.8,2.1,46.6,75.6,19,31.3,52,48,172,331,52.4,1059,86.7,8.6,81,138,29.3,52.4,43,25.2,27.9,3.9,,,,,,,,,,,-11,-0.6,-1.7,0,-2.3,30.2,1,,27,J.D. Martinez,3.8
Souza Jr.,Steven,2016,0.23,0.414,0.308,0.291,0.182,0.437,0.436,0.388,0.366,0.017,-0.005,0,89.3,12.7,37.4,29,10.6,7.7,22.3,22.3,33,4,37.7,70.4,28.4,27.5,48.4,51.6,118,244,48.3,887,82.3,7.1,71.6,190,33.8,49.7,42.9,24.5,26.7,5.9,,,,,,,,,,,3,0.7,0.1,-0.5,0.3,33.6,8,,28.7,Steven Souza Jr.,3.8
Andrus,Elvis,2016,0.285,0.387,0.328,0.349,0.099,0.36,0.339,0.345,0.329,0.017,0.052,0.016,86.9,8.4,32.7,8,1.8,5.4,27.7,20.8,39.8,4.5,31.8,59.7,10.3,24.8,32.1,67.9,79,246,47.6,992,67.4,9.1,89.7,67,16.3,43.1,49,17.2,27.3,6.5,,,,,,,,,,,,,,,,,1,,27.4,Elvis Andrus,3.9
Suarez,Eugenio,2016,0.235,0.398,0.31,0.306,0.16,0.381,0.371,0.339,0.322,0.013,0.013,0.006,86.6,15.7,38.3,27,6.5,3.9,25.4,30,30,4.1,29.1,61.4,17.2,25.7,42.7,57.3,144,337,50.5,1309,68.8,7.7,82.8,136,24.9,43.4,41.6,23.2,27.6,7.5,,,,,,,,,,,,,,,,,0,,27.4,Eugenio Suarez,3.9
Gardner,Brett,2016,0.258,0.348,0.318,0.349,0.086,0.327,0.328,0.321,0.319,0.003,0.014,-0.001,85.4,6.3,28.2,11,2.4,2.2,28.2,22.2,39.8,5.1,23.8,53.3,10.6,22.3,25.2,74.8,77,306,53,1373,58.3,6.3,89.4,69,15.3,36.9,52.9,18.9,22.4,5.8,,,,,,,,,,,4,0.3,1.1,0.4,1.8,34.8,27,,28.7,Brett Gardner,4
Gonzalez,Marwin,2016,0.243,0.393,0.294,0.283,0.146,0.366,0.36,0.335,0.321,0.011,0.008,0.004,86.2,6.5,31.1,20,5.4,5.9,23.1,22.3,34.9,8.6,35.4,64.4,15.3,34.6,42.7,57.3,152,356,53.8,1030,72.1,6.4,84.7,87,25.8,48.3,50.7,20.1,23.9,5.4,,,,,,,,,,,1,1.3,-0.9,-0.7,-0.3,32.7,0,,26.5,Marwin Gonzalez,4
Hosmer,Eric,2016,0.266,0.451,0.339,0.331,0.181,0.376,0.394,0.338,0.341,0,-0.018,-0.013,91.6,3.6,26.2,45,9.4,6.1,20.8,14.5,47.6,1.7,44.2,69.8,15.9,31.2,44.6,55.4,197,442,55.3,1417,79.9,6,84.1,127,26.1,48.5,59.3,18.2,19.1,3.4,,,,,,,,,,,,,,,,,0,,26.2,Eric Hosmer,4
Grandal,Yasmani,2016,0.238,0.479,0.358,0.348,0.238,0.417,0.43,0.324,0.338,-0.01,-0.002,-0.008,91,11.9,28.7,34,12.4,6.5,21.1,23.6,33.1,3.3,44.7,61.4,19.5,20.6,49.8,50.2,110,221,54.5,1075,76.2,6.2,80.5,107,28.1,39.1,45.5,24.7,22.2,7.6,30,2.01,2.02,2.01,6,1.65,1.63,1.76,0.77,84.8,,,,,,,1,,24.2,Yasmani Grandal,4.1
Rizzo,Anthony,2016,0.268,0.486,0.365,0.364,0.216,0.427,0.391,0.356,0.327,0.024,0.058,0.026,89,16.4,32.6,44,9.2,5.9,24.3,29.9,26.8,4,36.4,63.6,13,29.7,31.7,68.3,139,438,55.6,1477,72.4,5.9,87,97,19.9,44.7,38.3,26.8,26.2,8.8,,,,,,,,,,,,,,,,,0,,25.9,Anthony Rizzo,4.1
Gregorius,Didi,2016,0.251,0.356,0.278,0.281,0.102,0.354,0.305,0.32,0.292,0.025,0.091,0.041,85,13.5,32.7,14,2.9,2.9,24.3,32.4,33.5,4.1,25.3,74.3,13,38.4,28.2,71.8,119,422,53.2,1100,72.5,5.8,87,93,18.6,55.2,42,24.7,24.5,8.8,,,,,,,,,,,,,,,,,1,,28.1,Didi Gregorius,4.1
Cain,Lorenzo,2016,0.279,0.408,0.322,0.332,0.126,0.372,0.373,0.36,0.351,0.008,0,0,88.6,9.3,36,14,4.4,4.1,27.8,21.1,40.1,2.5,33.4,67.1,14.5,29.8,41.2,58.8,113,274,52.1,918,71.5,7,85.5,82,23.2,47.7,47.9,20.8,26.8,4.4,,,,,,,,,,,8,-0.3,0.5,0.2,0.4,34.1,25,,29.1,Lorenzo Cain,4.2
Garcia,Avisail,2016,0.267,0.431,0.333,0.329,0.16,0.368,0.414,0.337,0.37,-0.022,-0.046,-0.031,90.2,5.4,31.3,24,8,5,28.3,15,40.3,3.3,39.7,75.4,21,37.6,53,47,188,355,54.8,943,78.5,7,79,123,33,54.7,55.7,16.3,24,4,,,,,,,,,,,1,-0.4,0,0.8,0.3,33.2,14,,29.1,Avisail Garcia,4.2
Abreu,Jose,2016,0.286,0.476,0.355,0.348,0.187,0.397,0.405,0.36,0.354,0.007,-0.008,-0.006,89.7,10.3,33.3,41,8.1,5.3,26.2,20.5,36.8,3.1,39.4,68.1,14.4,37.5,37.5,62.5,211,562,55.6,1498,72.3,7.1,85.6,117,23.8,51.1,45.3,20.7,27.6,6.5,,,,,,,,,,,,,,,,,1,,25.6,Jose Abreu,4.3
Sanchez,Gary,2016,0.279,0.574,0.399,0.363,0.292,0.546,0.507,0.411,0.391,0.02,0.083,0.026,92.7,7.9,36.3,23,15.8,5.5,24,15.8,37.7,1.4,48.6,60.8,18.2,31.1,50.3,49.7,81,161,54.9,517,64.7,7.2,81.8,47,30.5,44.5,49.3,18.5,24,8.2,20,1.9,1.9,1.9,0,,,,0.71,88.2,,,,,,,0,,26.2,Gary Sanchez,4.3
Murphy,Daniel,2016,0.328,0.573,0.406,0.378,0.242,0.437,0.433,0.382,0.368,0.019,0.022,0.002,90.6,16.8,37.1,41,8.5,7.3,29.5,28,25.7,1,41.1,63.8,6,30.7,22.7,77.3,78,344,53.9,1120,69.8,6.2,94,37,12,46,37.6,26.6,29,6.8,,,,,,,,,,,,,,,,,0,,26.5,Daniel Murphy,4.4
Freeman,Freddie,2016,0.286,0.58,0.405,0.388,0.292,0.508,0.514,0.421,0.402,0.016,-0.011,-0.004,91.3,17.3,47,58,13.7,9.5,27.2,25.8,21.5,2.4,44.7,79.4,23.6,29.3,42.3,57.7,193,456,56,1556,88.2,4.9,76.4,229,29.6,51.3,31.9,27.9,35.2,5,,,,,,,,,,,,,,,,,0,,26.4,Freddie Freeman,4.4
Realmuto,J.T.,2016,0.278,0.4,0.317,0.321,0.119,0.386,0.364,0.374,0.345,0.025,0.028,0.016,88.6,9.8,28.6,17,4.1,3.4,28.4,22.1,39.8,2.2,35.2,65.9,13.1,30.2,33.5,66.5,109,325,50.2,1075,72,8.2,86.9,92,19.6,48,50.5,16.3,24.8,8.5,33,1.91,1.9,1.92,2,1.48,1.48,,0.71,87,,,,,,,6,,28.8,J.T. Realmuto,4.4
Conforto,Michael,2016,0.231,0.436,0.327,0.321,0.203,0.371,0.394,0.307,0.325,-0.011,-0.022,-0.015,90.1,15.2,38.5,24,11,6.4,20.6,31.7,28.9,1.4,38.1,63.2,13.4,27.1,44.3,55.7,90,203,53.2,750,68.5,6.5,86.6,56,23.5,44,37.6,30.7,25.2,6.4,,,,,,,,,,,2,1.8,0,-0.8,1.1,34.2,0,,27.2,Michael Conforto,4.4
Flowers,Tyler,2016,0.247,0.441,0.346,0.341,0.191,0.425,0.437,0.392,0.365,0.023,-0.021,-0.008,93.2,12.9,35.6,23,11.9,7.2,24.2,24.2,32,0.5,48.5,65.1,20.9,23.5,53.1,46.9,77,145,46.9,617,78.1,8,79.1,95,28.7,45.6,42.8,21.6,28.9,6.7,34,2.13,2.12,2.16,6,1.67,1.67,,0.74,77.1,,,,,,,0,,25.5,Tyler Flowers,4.5
